,DATE,kg_avg_price,fe_doy_sin,fe_doy_cos,fe_doy2_sin,fe_doy2_cos,fe_week_sin,fe_week_cos,fe_summer_ind,fe_stage_spring_facility,fe_stage_spring_openfield,fe_stage_semi_highland_1,fe_stage_highland,fe_stage_semi_highland_2,fe_stage_autumn
36,2011-02-18,637.4895042483089,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.114787625522127,-0.433883739117558,-0.9009688679024191,0.0004003345935883,0,0,0,0,0,0
37,2011-02-19,645.4540272327397,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,-0.9749279121818236,-0.2225209339563146,0.0004370095298997,0,0,0,0,0,0
38,2011-02-21,787.7362187414125,0.7799125224167177,0.6258885343075018,0.976276611086932,-0.2165270852448143,0.0,1.0,0.0005199757432558,0,0,0,0,0,0
39,2011-02-23,683.9612185725823,0.8009803309782905,0.5986906625177214,0.9590788900341132,-0.2831389812281835,0.9749279121818236,-0.2225209339563143,0.0006174721799374,0,0,0,0,0,0
40,2011-02-24,787.7977762585009,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.3159618766579029,0.4338837391175582,-0.900968867902419,0.0006723770032408,0,0,0,0,0,0
41,2011-02-25,696.7491173725136,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,-0.433883739117558,-0.9009688679024191,0.0007318024188804,0,0,0,0,0,0
42,2011-02-26,796.7594741780525,0.8307970168121247,0.5565755266413303,0.9248025743285088,-0.3804473662878516,-0.9749279121818236,-0.2225209339563146,0.0007960866914957,0,0,0,0,0,0
43,2011-02-28,816.6210007932311,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.4431322341826345,0.0,1.0,0.0009406975448679,0,0,0,0,0,0
44,2011-03-01,776.1669538490197,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,0.7818314824680298,0.6234898018587336,0.0010218170249252,0,0,0,0,0,0
45,2011-03-02,869.5554428557406,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,0.9749279121818236,-0.2225209339563143,0.0011093837286151,0,0,0,0,0,0
46,2011-03-03,742.5745295457269,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,0.4338837391175582,-0.900968867902419,0.0012038599948282,0,0,0,0,0,0
47,2011-03-04,793.4382015708585,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,-0.433883739117558,-0.9009688679024191,0.0013057369899986,0,0,0,0,0,0
48,2011-03-05,777.5134195464257,0.8916401947968874,0.452744699607371,0.8073707443023492,-0.5900444739548627,-0.9749279121818236,-0.2225209339563146,0.0014155361520939,0,0,0,0,0,0
49,2011-03-07,728.0462333481214,0.9066860720977984,0.4218060770826634,0.7648913904341226,-0.6441592666722685,0.0,1.0,0.0016611470627641,0,0,0,0,0,0
50,2011-03-08,747.9162304769945,0.9138076496466616,0.4061472386305788,0.742280907086982,-0.6700888411055113,0.7818314824680298,0.6234898018587336,0.0017981666618475,0,0,0,0,0,0
51,2011-03-09,822.6377155546668,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,0.9749279121818236,-0.2225209339563143,0.0019455273214659,0,0,0,0,0,0
52,2011-03-10,788.8430232875739,0.9272375462179536,0.374473674486883,0.6944521021088763,-0.719538934232584,0.4338837391175582,-0.900968867902419,0.0021039250291307,0,0,0,0,0,0
